2418859.6;5.1
2418859.6;5.0
2418859.6569;5.1
2418864.6;5.0
2418864.6097;5.0
2418877.5764;5.0
2418877.6;5.0
2418889.5972;6.1
2418889.6;6.1
2418911.5625;6.1
2418911.6;6.1
2418922.5729;5.0
2418922.6;5.0
2418937.5;5.6
2418937.5278;5.6
2418941.5;5.0
2418941.5139;5.0
2418948.5;5.0
2418948.5;5.0
2418948.5049;5.0
2418956.4833;5.5
2418956.5;5.5
2418966.4986;5.3
2418966.5;5.3
2419219.6007;5.3
2419237.5882;5.0
2419269.5729;5.5
2419294.5208;5.2
2419326.5139;6.1
2419327.656;6.0
2419330.639;5.8
2419336.4965;6.5
2419339.625;5.5
2419341.632;5.4
2419351.635;5.6
2419355.597;5.4
2419357.635;5.3
2419358.632;5.4
2419361.618;5.5
2419363.611;5.6
2419369.59;5.0
2419378.59;5.8
2419458.063;6.7
2419473.8;6.0
2419475.9;6.2
2419476.021;5.8
2419481.017;5.9
2419481.024;5.9
2419485.8;5.9
2419502.014;5.5
2419504.8;6.0
2419507.948;5.1
2419511.983;4.8
2419513.997;5.7
2419514.951;4.8
2419532.7;5.8
2419536.7;6.0
2419538.938;5.0
2419540.8;6.1
2419543.962;5.0
2419551.965;5.5
2419556.774;6.0
2419561.747;5.9
2419562.7;5.9
2419563.757;5.9
2419568.755;6.0
2419569.826;5.8
2419572.7;5.2
2419576.6111;5.3
2419582.726;6.0
2419587.729;5.9
2419589.6319;5.6
2419590.7;5.8
2419592.8438;5.7
2419593.6458;5.2
2419593.667;5.5
2419595.715;5.8
2419596.7;6.5
2419596.7882;5.7
2419597.644;5.6
2419597.74;5.9
2419597.7465;5.6
2419598.767;5.8
2419600.733;5.8
2419600.7396;5.5
2419602.7708;5.5
2419604.736;5.7
2419605.692;5.8
2419605.8667;5.7
2419607.802;5.4
2419608.639;5.9
2419614.712;6.1
2419615.7014;5.8
2419616.74;6.1
2419616.767;5.7
2419617.691;5.9
2419618.4;5.5
2419618.644;6.0
2419618.6979;5.8
2419618.74;6.1
2419619.5868;5.8
2419619.7028;5.7
2419620.4;5.9
2419620.698;6.2
2419621.7021;5.7
2419622.7222;5.8
2419623.4;6.0
2419624.5;6.0
2419625.8576;5.9
2419626.660;5.8
2419626.667;5.6
2419626.816;5.8
2419627.5;5.7
2419628.637;6.0
2419628.6875;5.8
2419629.726;6.1
2419631.5;5.8
2419631.5833;5.8
2419631.717;6.0
2419632.639;6.0
2419632.792;5.8
2419634.4;5.7
2419635.712;6.1
2419636.701;5.1
2419638.4;5.6
2419640.722;6.1
2419641.4;5.5
2419643.4;5.3
2419644.597;4.9
2419644.698;6.0
2419645.3;5.4
2419645.635;5.8
2419647.4;5.2
2419647.6944;5.6
2419648.563;4.8
2419649.3;5.2
2419649.635;5.5
2419650.6875;5.7
2419651.3;5.3
2419652.6632;5.7
2419653.3;5.2
2419654.528;5.6
2419654.602;5.7
2419654.684;6.1
2419655.559;5.1
2419656.6042;5.1
2419656.6806;5.5
2419658.667;6.1
2419659.6924;5.6
2419660.660;5.7
2419661.3;5.0
